Found,JINA_ID,Query_ID,RA_input,DEC_input,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,B,U,I,K,H,R,V,J,pmra,plx_value,rvz_qual,otype,pmdec,rvz_nature,sp_bibcode,sp_type,sp_qual,matched_id
True,,BPS CS 22898-043,,,BPS CS 22898-0043,317.65319789419,-21.74772139347,0.0217,0.0145,90,O,2020yCat.1350....0G,14.489999771118164,,,12.649999618530273,12.673999786376953,,14.0600004196167,12.909000396728516,-1.016,0.2006,D,HB*,-11.883,,,,,BPS CS 22898-0043
True,,BPS CS 22898-047,,,BPS CS 22898-0047,316.49853425899,-21.11572462528,0.0182,0.0121,90,O,2020yCat.1350....0G,14.829999923706055,,,12.338000297546387,12.364999771118164,14.289999961853027,14.1899995803833,12.819999694824219,1.936,0.4856,D,Pe*,3.963,,,,,BPS CS 22898-0047
True,,BPS CS 22937-072,,,BPS CS 29501-0051,318.6692413531699,-37.41438101056,0.0133,0.0104,90,O,2020yCat.1350....0G,14.550000190734863,,,12.220999717712402,12.300999641418457,,14.020000457763672,12.645999908447266,-1.5,0.1975,D,HB*,-2.63,,,,,BPS CS 22937-0072
True,,BPS CS 22940-070,,,BPS CS 22940-0070,310.66353934313,-61.67752956182,0.0157,0.0149,90,O,2020yCat.1350....0G,15.350000381469727,,,13.312000274658203,13.368000030517578,,14.869999885559082,13.685999870300293,3.178,0.2227,D,RR*,-11.981,s,,,,BPS CS 22940-0070
True,,BPS CS 22940-077,,,BPS CS 22940-0077,310.39051720289,-59.84311286724001,0.0092,0.01,90,O,2020yCat.1350....0G,14.65999984741211,,,12.220000267028809,12.300000190734863,,14.130000114440918,12.678999900817871,4.411,0.1476,D,Pe*,-5.645,,,,,BPS CS 22940-0077
True,,BPS CS 22940-121,,,BPS CS 22940-0121,313.79534245527,-58.01531946144999,0.015,0.0117,90,O,2020yCat.1350....0G,14.15999984741211,,,12.267000198364258,12.33899974822998,,14.15999984741211,12.73799991607666,-8.823,0.1509,D,HB*,-11.125,,,,,BPS CS 22940-0121
True,,BPS CS 22941-017,,,BPS CS 22941-0017,353.20908963773,-33.99043652053,0.0183,0.0251,90,O,2020yCat.1350....0G,15.5600004196167,,,13.104000091552734,13.140000343322754,,15.0,13.579000473022461,-2.312,0.1443,D,Pe*,-3.312,,,,,BPS CS 22941-0017
True,,BPS CS 22941-027,,,BPS CS 22941-0027,353.74205846539,-36.86823334093,0.0134,0.0143,90,O,2020yCat.1350....0G,14.399999618530273,,,12.746999740600586,12.720999717712402,,14.050000190734863,13.0600004196167,6.382,0.1997,D,HB*,4.68,,,,,BPS CS 22941-0027
True,,BPS CS 22942-002,,,HE 0044-2459,11.649482529190001,-24.717303033680004,0.0152,0.0115,90,O,2020yCat.1350....0G,14.489999771118164,,12.947999954223633,11.958999633789062,11.996000289916992,13.920000076293945,13.869999885559082,12.449999809265137,18.085,0.3595,C,RG*,-5.082,s,,,,BPS CS 22942-0002
True,,BPS CS 22942-011,,,BPS CS 22942-0011,13.55419345285,-25.076061475849997,0.0146,0.0119,90,O,2020yCat.1350....0G,13.567000389099121,,,10.878999710083008,10.958000183105469,,12.880999565124512,11.458000183105469,2.629,0.4863,B,Pe*,-10.138,s,,,,BPS CS 22942-0011
True,,BPS CS 22942-035,,,BPS CS 22942-0035,15.989486192749998,-23.87924297971,0.0168,0.0138,90,O,2020yCat.1350....0G,15.170000076293945,,,12.538999557495117,12.607000350952148,,14.5600004196167,13.034000396728516,5.419,0.2234,D,Pe*,-14.077,s,,,,BPS CS 22942-0035
True,,BPS CS 22943-059,,,BPS CS 22943-0059,304.75270790288994,-43.28968235333,0.0191,0.0164,90,O,2020yCat.1350....0G,14.899999618530273,,,13.319999694824219,13.33899974822998,,14.399999618530273,13.67300033569336,19.616,0.7097,D,Pe*,-66.076,s,,,,BPS CS 22943-0059
True,,BPS CS 22943-095,,,BPS CS 22943-0095,306.87494591169,-46.84897641475,0.0141,0.0121,90,O,2020yCat.1350....0G,12.062999725341797,11.857000350952148,,10.468999862670898,10.519000053405762,,12.619999885559082,10.784000396728516,43.482,3.0489,D,Pe*,-54.539,,,,,BPS CS 22943-0095
True,,BPS CS 22943-132,,,BPS CS 22943-0132,305.71215799473,-43.22762351976,0.0118,0.0081,90,O,2020yCat.1350....0G,13.72700023651123,13.503000259399414,,11.949999809265137,12.001999855041504,,13.3100004196167,12.265999794006348,68.332,2.1743,D,Pe*,-43.705,,,,,BPS CS 22943-0132
True,,BPS CS 22943-137,,,BPS CS 22943-0137,306.62086969199,-43.01185032602999,0.0147,0.0095,90,O,2020yCat.1350....0G,15.0,14.670000076293945,,12.930999755859375,12.906999588012695,,14.470000267028809,13.282999992370605,-9.088,0.5178,D,Pe*,-16.42,,,,,BPS CS 22943-0137
True,,BPS CS 22943-201,,,BPS CS 22943-0201,309.11999367747,-43.825038201249995,0.0196,0.0155,90,O,2020yCat.1350....0G,15.609999656677246,,,13.763999938964844,,15.039999961853027,15.979999542236328,,8.931,0.5299,D,Pe*,-22.322,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22943-0201
True,,BPS CS 22944-014,,,BPS CS 22944-0014,325.3008349084,-14.55901131765,0.0221,0.0178,90,O,2020yCat.1350....0G,14.609999656677246,,,12.737000465393066,12.86400032043457,14.0600004196167,14.180000305175781,13.093999862670898,-2.6,1.2502,D,Pe*,-8.88,,,,,BPS CS 22944-0014
True,,BPS CS 22944-032,,,BPS CS 22944-0032,326.93009989273,-13.673044140720002,0.0122,0.0123,90,O,2020yCat.1350....0G,13.869999885559082,,,11.324000358581543,11.428000450134277,,13.279999732971191,11.805999755859375,-9.496,0.6267,C,Pe*,-46.444,s,,,,BPS CS 22944-0032
True,,BPS CS 22944-061,,,BPS CS 22944-0061,327.57686124649,-13.75666335315,0.0366,0.0218,90,O,2020yCat.1350....0G,14.8100004196167,,,12.88599967956543,12.947999954223633,14.449999809265137,14.390000343322754,13.255000114440918,55.554,1.3313,D,Pe*,3.398,,,,,BPS CS 22944-0061
True,,BPS CS 22945-017,,,BPS CS 22945-0017,350.23178225211,-63.26021855468,0.0183,0.0198,90,O,2020yCat.1350....0G,14.829999923706055,,,13.263999938964844,,14.5,14.4399995803833,,29.334,0.863,D,Pe*,-3.613,,,,,BPS CS 22945-0017
True,,BPS CS 22945-024,,,BPS CS 22945-0024,354.17698818972,-65.59550587652,0.0108,0.0118,90,O,2020yCat.1350....0G,15.079999923706055,15.076000213623047,,12.434000015258789,12.487000465393066,,14.359999656677246,12.90999984741211,22.411,0.365,C,Pe*,-9.681,s,2016ApJ...833...20Y,CEMP-s,C,BPS CS 22945-0024
True,,BPS CS 22945-028,,,BPS CS 22945-0028,352.80651334929,-66.49938093775,0.0116,0.0132,90,O,2020yCat.1350....0G,15.319999694824219,15.166999816894531,13.727999687194824,12.640999794006348,12.675000190734863,,14.640000343322754,13.142000198364258,-7.896,0.2456,C,RG*,-20.153,s,,,,BPS CS 22945-0028
True,,BPS CS 22945-031,,,BPS CS 22945-0031,356.88331281634,-67.50997804096,0.021,0.0209,90,O,2020yCat.1350....0G,15.149999618530273,,,13.534000396728516,13.47700023651123,,14.770000457763672,13.765000343322754,36.639,0.5276,D,Pe*,-2.106,,,,,BPS CS 22945-0031
True,,BPS CS 22945-056,,,BPS CS 22945-0056,358.33243914595,-65.49432402337,0.0123,0.0113,90,O,2020yCat.1350....0G,14.484999656677246,,,12.616000175476074,12.692000389099121,,14.09000015258789,12.984000205993652,-5.491,0.1496,C,HB*,-10.868,s,,,,BPS CS 22945-0056
True,,BPS CS 22945-058,,,BPS CS 22945-0058,358.15747075308,-66.08379712125,0.0161,0.0158,90,O,2020yCat.1350....0G,15.319999694824219,,,13.6899995803833,13.829999923706055,,14.960000038146973,14.010000228881836,30.66,0.5713,B,Pe*,-22.283,,,,,BPS CS 22945-0058
True,,BPS CS 22945-063,,,BPS CS 22945-0063,0.6541088135499998,-65.75589361852,0.0128,0.0139,90,O,2020yCat.1350....0G,14.979999542236328,,,12.944999694824219,12.994999885559082,14.460000038146973,14.5,13.310999870300293,-2.917,0.1145,D,HB*,-6.267,,,,,BPS CS 22945-0063
True,,BPS CS 22947-187,,,UCAC4 214-181275,289.63177740072,-47.22532098594,0.0118,0.0096,90,O,2020yCat.1350....0G,13.656000137329102,,12.085000038146973,11.027999877929688,11.045000076293945,12.859000205993652,12.961999893188477,11.468000411987305,7.568,0.2271,E,HB*,-20.159,s,2016ApJ...833...20Y,CEMP-s,C,BPS CS 22947-0187
True,,BPS CS 22948-066,,,HE 2141-3741,326.21318658642,-37.46528259892,0.0112,0.0086,90,O,2020yCat.1350....0G,14.100000381469727,,,11.440999984741211,11.505000114440918,,13.470000267028809,11.965999603271484,-0.21,0.1872,D,RG*,-6.51,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22948-0066
True,,BPS CS 22948-093,,,BPS CS 22948-0093,327.63132501997,-41.13037643013,0.0188,0.0165,90,O,2020yCat.1350....0G,15.539999961853027,,,14.005000114440918,13.984999656677246,,15.180000305175781,14.289999961853027,-18.235,0.4606,D,Pe*,-16.914,,,,,BPS CS 22948-0093
True,,BPS CS 22949-030,,,BPS CS 22949-0030,350.34549159828,-3.765201060059998,0.014,0.0134,90,O,2020yCat.1350....0G,14.25,,,12.520000457763672,12.550999641418457,14.029999732971191,13.800000190734863,12.800000190734863,90.721,1.4069,D,Pe*,0.745,,,,,BPS CS 22949-0030
True,,BPS CS 22949-037,,,HE 2323-0256,351.6241973912,-2.6661212175499998,0.0187,0.0184,90,O,2020yCat.1350....0G,15.125,,13.357999801635742,12.074999809265137,12.159000396728516,14.288999557495117,14.321000099182129,12.649999618530273,1.726,0.0919,A,Pe*,-1.883,s,2019A&A...623A.128H,CEMP-no,C,BPS CS 22949-0037
True,,BPS CS 22949-048,,,BPS CS 22949-0048,351.53090385076,-5.835250970010001,0.0177,0.0149,90,O,2020yCat.1350....0G,14.479999542236328,,12.638999938964844,11.281999588012695,11.37399959564209,13.154000282287598,13.670000076293945,11.918999671936035,4.721,0.2305,B,Pe*,-3.344,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22949-0048
True,,BPS CS 22950-046,,,BPS CS 22950-0046,305.36832319046,-13.27600053649,0.0147,0.0101,90,O,2020yCat.1350....0G,15.130000114440918,,13.065999984741211,11.583000183105469,11.6850004196167,13.638999938964844,14.223999977111816,12.25,1.624,0.0475,D,Pe*,-1.843,s,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22950-0046
True,,BPS CS 22951-005,,,BPS CS 22951-0005,326.4443885062854,-46.08281059282306,0.0194,0.0162,90,O,2020yCat.1350....0G,15.289999961853027,,,13.706999778747559,13.824000358581543,,14.899999618530273,14.03499984741211,32.702,0.7539,D,Pe*,-10.163,,,,,BPS CS 22951-0005
True,,BPS CS 22951-059,,,BPS CS 22951-0059,327.60829989343,-44.81361898118,0.0144,0.012,90,O,2020yCat.1350....0G,15.1899995803833,,,12.694000244140625,12.791000366210938,14.510000228881836,14.5600004196167,13.211999893188477,10.361,0.3724,D,Pe*,1.188,,,,,BPS CS 22951-0059
True,,BPS CS 22951-077,,,BPS CS 22951-0077,329.47170728362,-43.135616092410004,0.0137,0.0134,90,O,2020yCat.1350....0G,14.109999656677246,,12.805000305175781,11.845000267028809,11.944000244140625,,13.609999656677246,12.258000373840332,-2.227,0.1929,D,HB*,-1.633,,,,,BPS CS 22951-0077
True,,BPS CS 22952-015,,,HE 2334-0604,354.36953045985,-5.79905406712,0.0151,0.0121,90,O,2020yCat.1350....0G,14.029999732971191,,12.24899959564209,10.916000366210938,10.99899959564209,12.767999649047852,13.279999732971191,11.520000457763672,0.329,0.1158,D,RG*,-6.644,s,1995AJ....109.2757M,KIIvw,D,BPS CS 22952-0015
True,,BPS CS 22953-003,,,BPS CS 22953-0003,15.5661347414,-61.72939889228,0.0105,0.0093,90,O,2020yCat.1350....0G,14.430000305175781,,12.88599967956543,11.642000198364258,11.72599983215332,13.33899974822998,13.75,12.17300033569336,-3.84,0.214,B,Pe*,-15.809,s,1995AJ....109.2757M,KIIvw,D,BPS CS 22953-0003
True,,BPS CS 22953-037,,,BPS CS 22953-0037,21.277711937420005,-59.26687282691999,0.0117,0.0104,90,O,2020yCat.1350....0G,14.010000228881836,,13.130000114440918,12.460000038146973,12.444000244140625,,13.640000343322754,12.682999610900879,68.003,1.1698,D,Pe*,35.675,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22953-0037
True,,BPS CS 22954-004,,,BPS CS 22954-0004,39.56364933727,-5.72144753674,0.0166,0.016,90,O,2020yCat.1350....0G,14.699999809265137,,,12.937000274658203,12.954000473022461,14.579999923706055,14.270000457763672,13.270000457763672,40.265,0.6787,B,Pe*,-39.654,,,,,BPS CS 22954-0004
True,,BPS CS 22954-015,,,HE 0236-0242,39.840156159299994,-2.4937330463800005,0.0262,0.0165,90,O,2020yCat.1350....0G,13.399999618530273,13.246000289916992,,11.717000007629395,11.725000381469727,,13.029999732971191,12.034000396728516,19.937,1.5908,D,Pe*,-48.7,,,,,BPS CS 22954-0015
True,,BPS CS 22955-110,,,BPS CS 22955-0110,308.11032885687996,-25.14040486091,0.0153,0.0099,90,O,2020yCat.1350....0G,13.954000473022461,,,12.553000450134277,12.564000129699707,13.6899995803833,13.609999656677246,12.75100040435791,-22.757,0.9607,D,BS*,-32.94,,1992AJ....103..267B,A,E,BPS CS 22955-0110
True,,BPS CS 22955-174,,,BPS CS 22955-0174,310.52100725487,-23.820183476569998,0.0167,0.0087,90,O,2020yCat.1350....0G,14.880000114440918,,,12.770000457763672,12.843000411987305,,14.380000114440918,13.178999900817871,-5.577,0.0955,D,HB*,-7.332,,,,,BPS CS 22955-0174
True,,BPS CS 22956-015,,,BPS CS 22956-0015,327.58554474808,-64.81811036527,0.0154,0.0203,90,O,2020yCat.1350....0G,14.529999732971191,,,12.871000289916992,12.925999641418457,14.25,14.119999885559082,13.190999984741211,13.085,0.8976,C,Pe*,-50.684,s,,,,BPS CS 22956-0015
True,,BPS CS 22956-021,,,BPS CS 22956-0021,325.85268014481,-64.24605998904,0.0101,0.0131,90,O,2020yCat.1350....0G,15.039999961853027,,,13.41100025177002,13.425000190734863,14.800000190734863,14.65999984741211,13.720999717712402,-32.745,0.7314,D,Pe*,-13.157,,,,,BPS CS 22956-0021
True,,BPS CS 22956-050,,,BPS CS 22956-0050,329.5243086172,-65.22421130077,0.0098,0.0121,90,O,2020yCat.1350....0G,14.949999809265137,,13.211000442504883,12.017999649047852,12.0600004196167,13.744999885559082,14.25,12.597000122070312,-1.422,0.1105,B,Pe*,-6.084,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22956-0050
True,,BPS CS 22956-062,,,BPS CS 22956-0062,331.85923215891995,-66.14928061808,0.0125,0.0146,90,O,2020yCat.1350....0G,15.300000190734863,,,13.35099983215332,13.39900016784668,14.75,14.789999961853027,13.66100025177002,-35.488,1.31,D,Pe*,-50.822,,,,,BPS CS 22956-0062
True,,BPS CS 22956-081,,,BPS CS 22956-0081,331.04957104247,-62.84787465214,0.014,0.018,90,O,2020yCat.1350....0G,15.539999961853027,,,13.85200023651123,13.906999588012695,15.229999542236328,15.140000343322754,14.123000144958496,11.613,0.5242,B,Pe*,-31.622,,,,,BPS CS 22956-0081
True,,BPS CS 22956-102,,,BPS CS 22956-0102,334.15227820992,-65.32926436649,0.0187,0.0216,90,O,2020yCat.1350....0G,15.59000015258789,,,13.779999732971191,,15.1899995803833,15.069999694824219,,12.407,0.5753,D,Pe*,-26.804,,2016ApJ...833...20Y,CEMP-s,C,BPS CS 22956-0102
True,,BPS CS 22956-106,,,BPS CS 22956-0106,334.21006103678,-66.08474452867,0.0111,0.0123,90,O,2020yCat.1350....0G,14.890000343322754,,,13.267000198364258,13.218000411987305,14.479999542236328,14.460000038146973,13.550000190734863,29.917,0.7661,D,Pe*,-44.485,,,,,BPS CS 22956-0106
True,,BPS CS 22956-110,,,BPS CS 22956-0110,334.93131234900994,-66.68943167246,0.0132,0.0152,90,O,2020yCat.1350....0G,15.260000228881836,,,13.467000007629395,13.442000389099121,14.850000381469727,14.800000190734863,13.781000137329102,-2.767,0.0762,D,HB*,-9.262,,,,,BPS CS 22956-0110
True,,BPS CS 22956-114,,,BPS CS 22956-0114,336.5341261309699,-65.55184203466,0.0101,0.0108,90,O,2020yCat.1350....0G,14.680000305175781,,,11.97700023651123,12.04699993133545,13.960000038146973,14.039999961853027,12.491000175476074,1.798,0.1126,D,Pe*,-9.664,,,,,BPS CS 22956-0114
True,,BPS CS 22957-013,,,BPS CS 22957-0013,358.95439827425,-5.38135353157,0.0165,0.0132,90,O,2020yCat.1350....0G,14.8100004196167,,13.109999656677246,11.86299991607666,11.944999694824219,13.60099983215332,14.079999923706055,12.406000137329102,1.749,0.1051,D,RG*,-11.978,s,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22957-0013
True,,BPS CS 22957-019,,,BPS CS 22957-0019,359.38130201251,-6.951546709909999,0.0194,0.0149,90,O,2020yCat.1350....0G,14.119999885559082,,,12.322999954223633,12.413999557495117,13.819999694824219,13.710000038146973,12.668000221252441,69.682,1.4759,D,Pe*,-25.241,,,,,BPS CS 22957-0019
True,,BPS CS 22957-022,,,BPS CS 22957-0022,0.43953305883999993,-5.829625257730001,0.0143,0.0116,90,O,2020yCat.1350....0G,13.949999809265137,,,11.312999725341797,11.390999794006348,,13.34000015258789,11.809000015258789,8.261,0.2921,B,Pe*,-26.429,,,,,BPS CS 22957-0022
True,,BPS CS 22957-024,,,BPS CS 22957-0024,359.64373063942,-4.557052902839999,0.0205,0.0177,90,O,2020yCat.1350....0G,14.680000305175781,,,13.026000022888184,13.062000274658203,14.149999618530273,14.300000190734863,13.342000007629395,-9.203,0.9214,B,Pe*,-72.629,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22957-0024
True,,BPS CS 22957-026,,,BPS CS 22957-0026,0.008987335129999998,-4.1190613980099995,0.0152,0.0117,90,O,2020yCat.1350....0G,13.600000381469727,,,11.807999610900879,11.79800033569336,,13.15999984741211,12.086000442504883,109.001,1.871,B,Pe*,-48.801,,,,,BPS CS 22957-0026
True,,BPS CS 22957-027,,,HE 2356-0410,359.8047582672,-3.8967278371000003,0.0189,0.0146,90,O,2020yCat.1350....0G,14.390000343322754,,12.713000297546387,11.609000205993652,11.621999740600586,13.163999557495117,13.600000381469727,12.092000007629395,4.937,0.3326,D,Pe*,-24.638,s,2019A&A...623A.128H,CEMP-no,C,BPS CS 22957-0027
True,,BPS CS 22957-036,,,BPS CS 22957-0036,0.88063826614,-4.739601000280001,0.0215,0.0153,90,O,2020yCat.1350....0G,14.899999618530273,,,13.119000434875488,13.107000350952148,14.5,14.5,13.373000144958496,38.729,0.8084,B,Pe*,-22.312,,,,,BPS CS 22957-0036
True,,BPS CS 22958-037,,,BPS CS 22958-0037,29.665401245710008,-57.05748196877,0.014,0.0144,90,O,2020yCat.1350....0G,15.380000114440918,,,13.196999549865723,13.319999694824219,14.850000381469727,14.859999656677246,13.651000022888184,6.58,0.0889,D,HB*,4.12,,,,,BPS CS 22958-0037
True,,BPS CS 22958-041,,,BPS CS 22958-0041,30.435545778620003,-56.79062843907,0.0156,0.0159,90,O,2020yCat.1350....0G,15.399999618530273,,,13.715999603271484,13.791999816894531,15.140000343322754,14.979999542236328,14.015000343322754,-3.235,0.7242,D,Pe*,22.275,,,,,BPS CS 22958-0041
True,,BPS CS 22958-042,,,BPS CS 22958-0042,30.28095749011,-57.283014114400004,0.0244,0.0242,90,O,2020yCat.1350....0G,14.036999702453613,,13.902000427246094,13.213000297546387,13.288000106811523,14.222000122070312,14.520000457763672,13.515000343322754,36.285,0.9884,D,Pe*,-25.069,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22958-0042
True,,BPS CS 22958-052,,,BPS CS 22958-0052,33.20091684172,-56.48563694279999,0.0113,0.0111,90,O,2020yCat.1350....0G,14.609999656677246,,,13.020000457763672,13.026000022888184,14.329999923706055,14.239999771118164,13.24899959564209,37.313,0.8875,D,Pe*,9.323,,,,,BPS CS 22958-0052
True,,BPS CS 22958-065,,,BPS CS 22958-0065,30.723391503059997,-53.64464282652,0.0122,0.0128,90,O,2020yCat.1350....0G,14.920000076293945,,,13.187000274658203,13.166999816894531,14.460000038146973,14.489999771118164,13.463000297546387,22.202,1.0047,D,Pe*,-12.54,,,,,BPS CS 22958-0065
True,,BPS CS 22958-074,,,BPS CS 22958-0074,32.64248084169001,-53.37859691618,0.013,0.0143,90,O,2020yCat.1350....0G,15.229999542236328,,,13.42199993133545,13.418000221252441,14.770000457763672,14.75,13.78499984741211,-0.362,1.0302,D,Pe*,-22.54,s,,,,BPS CS 22958-0074
True,,BPS CS 22958-083,,,BPS CS 22958-0083,33.92804142841,-53.9989604056,0.0119,0.011,90,O,2020yCat.1350....0G,15.09000015258789,15.057000160217285,13.520999908447266,12.394000053405762,12.503999710083008,13.980999946594238,14.4399995803833,12.946000099182129,-6.715,0.2211,C,RG*,-6.063,s,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22958-0083
True,,BPS CS 22959-074,,,BPS CS 22959-0074,282.94818637631,-64.46675859133,0.0087,0.0104,90,O,2020yCat.1350....0G,14.920000076293945,,,12.01200008392334,12.081000328063965,14.079999923706055,14.130000114440918,12.576000213623047,-6.989,0.23,C,Pe*,-22.006,s,,,,BPS CS 22959-0074
True,,BPS CS 22959-139,,,BPS CS 22959-0139,283.9740406776999,-63.10497136443,0.0102,0.0116,90,O,2020yCat.1350....0G,14.710000038146973,,,12.881999969482422,12.890000343322754,14.149999618530273,14.300000190734863,13.14900016784668,-34.975,0.8,D,Pe*,-71.911,,,,,BPS CS 22959-0139
True,,BPS CS 22960-010,,,BPS CS 22960-0010,332.10562690806,-44.89908565497,0.0128,0.0116,90,O,2020yCat.1350....0G,14.779999732971191,,13.13700008392334,12.569999694824219,12.602999687194824,13.484999656677246,13.8100004196167,12.961999893188477,-124.836,2.263,C,Pe*,-43.852,s,,,,BPS CS 22960-0010
True,,BPS CS 22960-029,,,BPS CS 22960-0029,332.89817675152,-44.422904820979994,0.0148,0.0153,90,O,2020yCat.1350....0G,15.449000358581543,15.152999877929688,,13.649999618530273,13.659000396728516,,15.050000190734863,13.994000434875488,17.412,0.5487,D,Pe*,-18.118,,,,,BPS CS 22960-0029
True,,BPS CS 22960-048,,,BPS CS 22960-0048,334.25651933257996,-45.20471264079001,0.0153,0.0159,90,O,2020yCat.1350....0G,15.640000343322754,15.444999694824219,14.059000015258789,12.958000183105469,13.064000129699707,14.557999610900879,14.960000038146973,13.47599983215332,-2.721,0.1616,D,Pe*,-15.952,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22960-0048
True,,BPS CS 22960-053,,,BPS CS 22960-0053,334.07119467345,-43.90548281623,0.0135,0.0148,90,O,2020yCat.1350....0G,15.704999923706055,15.6899995803833,14.045999526977539,12.76099967956543,12.833000183105469,14.536999702453613,14.949999809265137,13.29800033569336,6.788,0.0644,D,Pe*,-0.645,,2016ApJ...833...20Y,CEMP-s,C,BPS CS 22960-0053
True,,BPS CS 22960-064,,,BPS CS 22960-0064,336.00059571235,-42.587785009920005,0.0089,0.0104,90,O,2020yCat.1350....0G,14.399999618530273,14.4399995803833,,12.026000022888184,12.128999710083008,,13.9399995803833,12.517000198364258,11.168,0.4417,D,Pe*,-7.378,,,,,BPS CS 22960-0064
True,,BPS CS 22963-004,,,BPS CS 22963-0004,44.19404816987,-4.85483927894,0.0224,0.0196,90,O,2020yCat.1350....0G,15.510000228881836,,,13.199999809265137,13.236000061035156,,14.979999542236328,13.631999969482422,21.583,0.182,A,Pe*,-2.716,s,,,,BPS CS 22963-0004
True,,BPS CS 22964-115,,,BPS CS 22964-0115,299.36894882626,-40.00098192448,0.0221,0.0193,90,O,2020yCat.1350....0G,15.369999885559082,,,13.642999649047852,13.560999870300293,,14.9399995803833,13.855999946594238,-30.611,0.6943,D,Pe*,-54.437,,,,,BPS CS 22964-0115
True,,BPS CS 22964-176,,,BPS CS 22964-0176,300.52968704871995,-40.357194604129994,0.0217,0.0186,90,O,2020yCat.1350....0G,15.770000457763672,,,13.970000267028809,13.998000144958496,,15.329999923706055,14.256999969482422,-7.464,0.7222,D,Pe*,-28.985,,,,,BPS CS 22964-0176
True,,BPS CS 22964-183,,,BPS CS 22964-0183,300.30316957728996,-40.81941605482,0.0176,0.0157,90,O,2020yCat.1350....0G,14.90999984741211,,13.75100040435791,13.039999961853027,13.086999893188477,14.140000343322754,14.449999809265137,13.38700008392334,-3.246,0.6231,D,Pe*,-37.476,,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22964-0183
True,,BPS CS 22964-214,,,BPS CS 22964-0214,301.4583308156799,-39.46204408833,0.0121,0.0106,90,O,2020yCat.1350....0G,14.0600004196167,,,12.3149995803833,12.407999992370605,,13.65999984741211,12.640000343322754,15.041,1.2012,C,Pe*,-101.313,s,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22964-0214
True,,BPS CS 22965-016,,,BPS CS 22965-0016,329.2830031487,-4.56899399306,0.0185,0.0166,90,O,2020yCat.1350....0G,14.8100004196167,14.859999656677246,,11.763999938964844,11.861000061035156,,14.050000190734863,12.32699966430664,-1.28,0.1076,B,Pe*,-8.71,s,,,,BPS CS 22965-0016
True,,BPS CS 22965-054,,,BPS CS 22965-0054,331.62622209612,-2.5428981439499996,0.0273,0.0278,90,O,2020yCat.1350....0G,15.6899995803833,,14.071999549865723,13.449000358581543,13.583000183105469,14.732000350952148,15.069999694824219,13.861000061035156,27.379,0.634,D,Pe*,0.959,s,2016ApJ...833...20Y,CEMP-no,C,BPS CS 22965-0054
True,,BPS CS 22968-001,,,BPS CS 22968-0001,44.46166666666667,-56.85138888888889,,,,,2004A&A...422..527S,15.130000114440918,,,,,,14.739999771118164,,,,D,Pe*,,,,,,BPS CS 22968-0001
True,,BPS CS 22968-014,,,HE 0305-5442,46.62292290916,-54.50902735738,0.0092,0.0104,90,O,2020yCat.1350....0G,14.4399995803833,,12.71500015258789,11.467000007629395,11.532999992370605,13.211999893188477,13.699999809265137,12.026000022888184,-0.5,0.1357,D,Pe*,-5.18,s,1993ApJ...415..797N,KIIvw,D,BPS CS 22968-0014
True,,BPS CS 22968-026,,,BPS CS 22968-0026,50.203656520100004,-55.63777082308,0.0121,0.0114,90,O,2020yCat.1350....0G,14.569999694824219,,,12.765000343322754,12.883000373840332,14.119999885559082,14.1899995803833,13.147000312805176,19.511,0.8495,C,Pe*,-50.878,s,,,,BPS CS 22968-0026
True,,BPS CS 22968-029,,,BPS CS 22968-0029,49.11590678526,-55.08338708158,0.0117,0.0125,90,O,2020yCat.1350....0G,14.720000267028809,,,12.904000282287598,13.041999816894531,14.119999885559082,14.300000190734863,13.258999824523926,80.903,1.3698,B,Pe*,-24.966,s,,,,BPS CS 22968-0029
True,,BPS CS 29493-023,,,BPS CS 29493-0023,326.87574101286,-27.918570026340003,0.0218,0.0201,90,O,2020yCat.1350....0G,14.970000267028809,,,13.286999702453613,13.324999809265137,,14.59000015258789,13.616999626159668,31.901,0.864,D,Pe*,-24.897,,,,,BPS CS 29493-0023
True,,BPS CS 29493-050,,,BPS CS 29493-0050,327.36110535646,-29.75698279473,0.0167,0.0141,90,O,2020yCat.1350....0G,,,,13.204000473022461,13.194999694824219,,14.390000343322754,13.432000160217285,-25.161,0.9425,C,Pe*,-71.977,s,2016ApJ...833...20Y,CEMP-no,C,BPS CS 29493-0050
