J051727.4-134235    -9.99 0.00 0 -9.99 0.00 0  0.32 0.01 4  0.69 0.09  4  0.26 0.10 1 0.28 0.00 24 -0.12 0.02 11  0.19 0.01 22  0.13 0.01 29 -0.40 0.04  2  0.14 0.06 4 -0.57 0.01 3 -0.04 0.05 3 -0.09 0.01 14 -9.99 0.00 0 -0.10 0.07 2 -0.38 0.05 4 -0.08 0.10 1 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
2MJ05254724-3049100 -9.99 0.00 0 -9.99 0.00 0  0.52 0.02 2  0.83 0.09  5  0.68 0.10 1 0.49 0.02 19  0.12 0.03  9  0.56 0.02 14  0.29 0.02 19 -9.99 0.00  0  0.06 0.05 3 -0.31 0.01 2 -9.99 0.00 0  0.29 0.03 10 -9.99 0.00 0 -9.99 0.00 0  0.05 0.03 3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J061033.5-314107    -9.99 0.00 0 -9.99 0.00 0  0.06 0.10 1 -9.99 0.00  0  0.19 0.10 1 0.28 0.02 12  0.06 0.09  4  0.33 0.04 10  0.25 0.02 18  2.43 0.30  2  0.38 0.03 1 -0.14 0.06 2 -9.99 0.00 0  0.32 0.11  3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J070520.3-334324    -9.99 0.00 0 -9.99 0.00 0  0.28 0.10 1  0.67 0.05  6  0.27 0.10 1 0.25 0.01 23 -0.12 0.02 13  0.23 0.01 19  0.08 0.01 23  1.20 1.05  2  0.05 0.09 3 -0.37 0.07 4  0.29 0.00 1 -0.08 0.01 12 -9.99 0.00 0  0.05 0.07 2 -0.26 0.02 8 -9.99 0.00 0 -9.99 0.00 0  0.23 0.10  1 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J071142.5-343237    -9.99 0.00 0 -9.99 0.00 0  0.31 0.10 1  0.50 0.04  6  0.38 0.10 1 0.28 0.01 20 -0.11 0.02 14  0.15 0.01 20  0.19 0.02 22  1.62 0.04  2  0.25 0.14 3 -0.20 0.01 2 -9.99 0.00 0 -0.10 0.02 10 -9.99 0.00 0  0.05 0.07 2  0.07 0.04 5 -9.99 0.00 0  0.82 0.10 3 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J091043.1-144419    -9.99 0.00 0 -9.99 0.00 0  0.33 0.06 2  0.72 0.44  2  0.48 0.10 1 0.19 0.03  7 -0.19 0.04  6 -0.10 0.02  6 -0.10 0.02 16 -9.99 0.00  0  0.73 0.02 1 -9.99 0.00 0  0.58 0.02 4  0.23 0.04  3 -9.99 0.00 0 -9.99 0.00 0 -0.15 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J091858.9-231151    -9.99 0.00 0 -9.99 0.00 0  0.23 0.10 1  0.25 0.03  5  0.17 0.10 1 0.17 0.01 22 -0.08 0.01 12  0.13 0.00 21  0.12 0.01 22  0.87 0.30  5  0.07 0.08 4 -0.46 0.03 4  0.02 0.02 3 -0.16 0.01 12 -9.99 0.00 0 -0.02 0.10 1 -0.44 0.02 6 -9.99 0.00 0  0.16 0.04 4  0.06 0.06  2  0.48 0.07 2  0.27 0.02  5  0.34 0.10 1  0.64 0.10 1 -9.99 0.00 0 -9.99 0.00 0
J092949.7-290559    -9.99 0.00 0 -9.99 0.00 0  0.23 0.10 1 -9.99 0.00  0  0.46 0.10 1 0.34 0.01 21 -0.03 0.02 10  0.24 0.01 19  0.27 0.01 29  2.14 0.28  2  0.22 0.01 1 -0.41 0.01 2 -0.36 0.15 2 -0.10 0.01 12 -9.99 0.00 0  0.05 0.07 2 -0.37 0.05 5 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J094634.8-062653    -9.99 0.00 0 -0.19 0.10 1  0.40 0.10 1  0.42 0.04  7  0.54 0.10 1 0.44 0.01 19  0.07 0.01 13  0.31 0.01 19  0.26 0.01 22  0.20 0.04  7  0.27 0.07 4 -0.35 0.05 4  0.12 0.05 2 -0.06 0.01 18 -1.31 0.10 1  0.04 0.07 2 -0.19 0.02 7  0.23 0.15 1  0.08 0.07 2  0.22 0.05  3  0.21 0.07 2  0.22 0.02  8  0.13 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J094921.8-161722    -9.99 0.00 0 -9.99 0.00 0  0.28 0.10 1  0.39 0.02  3  0.25 0.10 1 0.32 0.01 22  0.00 0.02 12  0.30 0.01 21  0.28 0.01 25  1.48 1.43  2  0.18 0.09 4 -0.44 0.06 2 -0.03 0.00 1 -0.05 0.02 13 -9.99 0.00 0  0.07 0.07 2 -0.03 0.03 5 -9.99 0.00 0  0.61 0.07 2  0.56 0.02  4 -9.99 0.00 0  0.58 0.02  8 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J095036.7-250628    -9.99 0.00 0 -9.99 0.00 0  0.48 0.09 3  1.03 0.03  5  0.39 0.10 1 0.27 0.01 15  0.18 0.09  5  0.32 0.02 15  0.21 0.02 20  0.79 0.23  3  0.11 0.04 2 -9.99 0.00 0  1.00 0.00 1  0.01 0.05  5 -9.99 0.00 0 -9.99 0.00 0 -0.22 0.20 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J095246.9-085554    -9.99 0.00 0 -9.99 0.00 0  0.41 0.03 3  1.10 0.23  2  0.11 0.10 1 0.31 0.02 14 -0.13 0.02  6  0.13 0.01 11  0.24 0.01 27  1.72 0.00  1  0.06 0.01 1 -0.28 0.01 3  0.42 0.06 2 -0.05 0.13  2 -9.99 0.00 0 -9.99 0.00 0 -0.18 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J095801.8-144614    -9.99 0.00 0 -9.99 0.00 0  0.47 0.03 2  0.50 0.05  3  0.33 0.10 1 0.37 0.01 21  0.09 0.02 13  0.30 0.01 22  0.26 0.01 25  0.55 0.54  3  0.18 0.07 4 -0.62 0.06 3  0.01 0.09 2  0.03 0.01 12 -9.99 0.00 0  0.06 0.08 2 -0.20 0.05 5 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0  0.19 0.10  1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J100448.6-270650    -9.99 0.00 0 -9.99 0.00 0  0.45 0.02 3 -9.99 0.00  0  0.25 0.10 1 0.27 0.01 21 -0.07 0.03  8  0.23 0.01 16  0.15 0.01 15  3.34 0.00  1  0.33 0.12 3 -0.44 0.00 1 -9.99 0.00 0 -0.04 0.01 11 -9.99 0.00 0  0.20 0.10 1  0.14 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J102237.8-340021    -9.99 0.00 0 -9.99 0.00 0  0.45 0.02 2  0.46 0.04  4  0.46 0.10 1 0.39 0.01 23 -0.03 0.01 11  0.23 0.01 22  0.23 0.01 27  1.70 0.62  3  0.13 0.04 5 -0.57 0.03 4  0.03 0.01 2 -0.06 0.01 14 -9.99 0.00 0 -0.01 0.07 2 -0.32 0.05 4 -9.99 0.00 0  0.57 0.10 1 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J103139.9-082759    -9.99 0.00 0 -9.99 0.00 0  0.35 0.02 3 -9.99 0.00  0  0.13 0.10 1 0.35 0.01 19 -0.05 0.02  9  0.35 0.01 17  0.26 0.01 27 -9.99 0.00  0  0.32 0.10 4 -0.50 0.08 2 -0.09 0.04 3 -0.04 0.01  9 -9.99 0.00 0  0.00 0.10 1 -0.13 0.07 3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J103634.4-193436    -9.99 0.00 0 -0.05 0.10 1  0.35 0.10 1  0.69 0.02  6 -9.99 0.00 0 0.39 0.01 22 -0.06 0.02 12  0.28 0.01 21  0.19 0.01 27  1.24 0.31  5  0.05 0.05 5 -0.57 0.01 3 -0.20 0.19 3 -0.15 0.01 13 -9.99 0.00 0 -0.02 0.07 2 -0.27 0.05 5 -9.99 0.00 0  0.02 0.10 1 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J104921.9-115417    -9.99 0.00 0 -9.99 0.00 0  0.28 0.10 1  0.91 0.06  4  0.63 0.10 1 0.34 0.01 23  0.12 0.03  8  0.21 0.01 17  0.39 0.02 22  1.36 0.38  4  0.49 0.04 5 -0.56 0.07 4 -0.20 0.11 2 -0.03 0.04  9 -9.99 0.00 0  0.10 0.07 2 -0.26 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J105136.9-211547    -9.99 0.00 0 -0.05 0.07 2  0.44 0.10 1  0.59 0.01 12 -9.99 0.00 0 0.43 0.01 15 -0.05 0.01 12  0.21 0.01 18  0.21 0.01 12 -0.02 0.04  6  0.13 0.05 4 -0.53 0.08 3  0.00 0.01 2 -0.05 0.01 17 -0.85 0.07 2  0.20 0.07 2 -0.28 0.02 7 -9.99 0.00 0 -0.17 0.10 1 -0.07 0.06  3 -9.99 0.00 0  0.04 0.02  8 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J105941.4-205225    -9.99 0.00 0 -0.03 0.07 2  0.41 0.10 1  0.32 0.04  6  0.61 0.10 1 0.38 0.00 22  0.07 0.01 14  0.29 0.01 16  0.28 0.01 25  0.03 0.10  4  0.08 0.04 5 -0.33 0.03 5  0.04 0.00 1 -0.04 0.01 17 -0.73 0.09 2  0.08 0.07 2 -0.28 0.02 7  0.31 0.07 2  0.19 0.10 3 -0.21 0.08  3  0.29 0.13 2  0.12 0.03  6  0.16 0.10 1  0.48 0.11 2  0.40 0.10 1 -9.99 0.00 0
J112034.0-240615    -9.99 0.00 0 -9.99 0.00 0  0.40 0.05 2  0.61 0.00  1  0.06 0.10 1 0.32 0.01 14  0.11 0.03  8  0.23 0.02 13  0.28 0.01 27  2.09 1.03  2  0.47 0.02 1 -0.38 0.03 2  0.22 0.12 2  0.09 0.03  5 -9.99 0.00 0  0.20 0.10 1 -0.16 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J112427.4-215510    -9.99 0.00 0 -9.99 0.00 0  0.43 0.01 2  1.59 0.00  1  0.33 0.10 1 0.36 0.01 24 -0.04 0.01 11  0.27 0.01 20  0.22 0.01 28  0.73 0.35  4 -0.01 0.08 3 -0.54 0.01 4 -0.02 0.09 2 -0.02 0.01 13 -0.59 0.10 1  0.09 0.07 2 -0.01 0.02 8  0.50 0.15 1  0.00 0.10 1  0.20 0.10  1 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J113017.1-144933    -9.99 0.00 0 -9.99 0.00 0  0.32 0.02 2  0.55 0.00  1  0.34 0.10 1 0.30 0.01 21  0.06 0.03  8  0.31 0.01 15  0.32 0.01 28  0.82 0.76  2 -9.99 0.00 0 -9.99 0.00 0  0.07 0.06 3 -0.16 0.02  7 -9.99 0.00 0  0.19 0.07 2 -0.27 0.07 2  0.28 0.15 1  0.38 0.10 1 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J113901.0-055814    -9.99 0.00 0 -0.01 0.10 1  0.23 0.10 1  0.43 0.02  6  0.47 0.10 1 0.22 0.01 22 -0.07 0.02 12  0.17 0.01 18  0.15 0.01 24  0.87 0.69  3  0.02 0.04 4 -0.52 0.04 4 -0.01 0.05 3 -0.13 0.01 11 -1.01 0.10 1 -0.01 0.07 2 -0.31 0.02 7 -9.99 0.00 0  0.05 0.11 2  0.05 0.07  2  0.30 0.10 1  0.15 0.06  3  0.05 0.10 1  0.50 0.10 1 -9.99 0.00 0 -9.99 0.00 0
J114440.9-040951    -9.99 0.00 0 -9.99 0.00 0  0.36 0.02 4  0.46 0.00  1  0.42 0.10 1 0.35 0.01 18  0.00 0.01 11  0.16 0.00 18  0.15 0.00 27  1.75 0.28  5  0.03 0.04 4 -0.48 0.03 3  0.32 0.03 2 -0.05 0.01 10 -9.99 0.00 0  0.04 0.07 2 -0.39 0.02 6 -0.11 0.10 1  0.07 0.06 3 -9.99 0.00  0  0.34 0.10 1  0.37 0.02  6 -9.99 0.00 0 -9.99 0.00 0  0.40 0.10 1 -9.99 0.00 0
2MJ11444480-1128167 -9.99 0.00 0 -9.99 0.00 0  0.34 0.03 4 -9.99 0.00  0  0.38 0.10 1 0.29 0.01 21 -0.09 0.03  7  0.28 0.01 14  0.27 0.01 32  0.91 0.82  2  0.14 0.04 2 -0.59 0.00 2 -0.06 0.03 4 -0.06 0.02  6 -9.99 0.00 0  0.05 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J114638.8-042240    -9.99 0.00 0  0.07 0.06 2  0.45 0.10 1  0.45 0.03  8  0.40 0.10 1 0.40 0.01 15  0.12 0.01 12  0.20 0.01 16  0.23 0.01 16  0.07 0.05  7  0.24 0.10 4 -0.47 0.07 3  0.03 0.00 1 -0.09 0.01 18 -0.90 0.07 2  0.08 0.07 2 -0.19 0.02 7  0.40 0.10 1  0.46 0.04 5  0.43 0.02  6  0.51 0.06 3  0.51 0.02  9  0.57 0.07 2  0.62 0.10 1  0.60 0.10 1 -9.99 0.00 0
J114729.9-052145    -9.99 0.00 0 -9.99 0.00 0  0.16 0.10 1  0.24 0.03  5  0.40 0.10 1 0.19 0.01 25 -0.14 0.01 12  0.12 0.01 21  0.16 0.01 29  1.15 0.34  5  0.11 0.04 5 -0.53 0.03 5 -0.16 0.01 2 -0.24 0.01 13 -1.14 0.10 1 -0.10 0.07 2 -0.32 0.02 6  0.13 0.10 2  0.03 0.06 3  0.16 0.06  3  0.38 0.10 1  0.07 0.05  5 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J115801.3-152218    -9.99 0.00 0 -9.99 0.00 0  0.20 0.14 3  1.49 0.08  6  0.26 0.10 1 0.19 0.02 14 -0.58 0.09  6  0.28 0.02 14 -0.02 0.03 14  1.60 0.09  3  0.76 0.04 1 -9.99 0.00 0  0.31 0.40 2  0.07 0.04  7 -9.99 0.00 0 -9.99 0.00 0 -0.22 0.10 1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J120456.3-075923    -9.99 0.00 0 -9.99 0.00 0  0.62 0.05 2  0.92 0.01  2  0.59 0.10 1 0.34 0.01 13  0.25 0.01 12  0.38 0.01 14  0.38 0.02 20 -0.02 0.01  2  0.42 0.10 2 -0.13 0.10 3 -9.99 0.00 0  0.02 0.03  7 -9.99 0.00 0  0.21 0.10 1 -0.12 0.06 4 -9.99 0.00 0  0.31 0.10 1 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
2MJ12091322-1415313 -9.99 0.00 0 -9.99 0.00 0  0.36 0.10 1  0.31 0.03  5  0.48 0.10 1 0.35 0.00 22  0.00 0.02 13  0.20 0.01 17  0.25 0.00 23  0.87 0.14  2  0.11 0.09 4 -0.39 0.03 5 -0.07 0.01 2 -0.07 0.01 18 -1.05 0.10 1 -0.01 0.07 2 -0.29 0.02 5  0.29 0.07 1  0.31 0.06 3  0.11 0.06  3 -9.99 0.00 0  0.33 0.02 11 -9.99 0.00 0  0.64 0.10 1  0.80 0.10 1 -9.99 0.00 0
J121846.5-161051    -9.99 0.00 0 -0.30 0.07 2  0.44 0.04 3  0.44 0.00  1  0.34 0.10 1 0.32 0.03 10 -0.29 0.03  7  0.15 0.02  7  0.18 0.03 17  2.60 0.00  1 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0  0.26 0.03  2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J122927.0-044233    -9.99 0.00 0 -0.10 0.03 2  0.54 0.10 1  0.42 0.02  5  0.51 0.10 1 0.32 0.01 20  0.15 0.02 12  0.27 0.01 20  0.35 0.01 29  0.32 0.34  3  0.24 0.04 5 -0.33 0.01 5  0.15 0.04 2  0.01 0.01 14 -0.83 0.05 1  0.15 0.05 2 -0.12 0.02 6  0.30 0.06 3 -0.15 0.07 2 -0.05 0.07  3  0.45 0.10 1  0.13 0.02  6  0.30 0.10 1  0.35 0.07 2  0.35 0.10 1 -9.99 0.00 0
J123749.3-094930    -9.99 0.00 0  0.02 0.07 2  0.59 0.10 1  0.49 0.04  8  0.65 0.10 1 0.47 0.01 19  0.13 0.02 13  0.36 0.01 18  0.36 0.01 25  0.08 0.05  5  0.18 0.05 5 -0.41 0.03 6  0.10 0.00 1 -0.04 0.01 19 -0.73 0.07 2  0.15 0.07 2 -0.03 0.03 6  0.52 0.07 2  0.02 0.10 1 -0.06 0.06  3  0.32 0.10 1  0.02 0.03  5  0.14 0.09 2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J125039.9-030749    -9.99 0.00 0 -9.99 0.00 0  0.26 0.05 3  0.79 0.11  5 -0.14 0.10 1 0.29 0.02 21  0.01 0.06  8  0.17 0.01 14  0.18 0.01 24  1.36 0.28  4  0.37 0.03 4 -0.43 0.02 3 -0.15 0.01 2 -0.06 0.10  4 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J125631.4-083410    -9.99 0.00 0  0.00 0.03 2  0.36 0.10 1  0.77 0.15  5  0.43 0.10 1 0.40 0.00 22  0.13 0.02 13  0.24 0.01 18  0.31 0.01 23 -0.03 0.07  6  0.02 0.07 4 -0.35 0.04 5  0.09 0.00 1 -0.07 0.01 18 -0.77 0.07 2  0.05 0.07 2 -0.18 0.02 7  0.42 0.06 3  0.32 0.06 2 -0.15 0.06  3  0.42 0.07 2  0.22 0.02  9 -9.99 0.00 0  0.42 0.10 1  0.41 0.10 1 -9.99 0.00 0
J130200.0-084328    -9.99 0.00 0  0.41 0.07 2  0.32 0.10 1  0.76 0.03 10  0.30 0.10 1 0.23 0.01 21 -0.12 0.02  9  0.15 0.01 14  0.07 0.01 22  0.35 0.38  4  0.35 0.16 3 -0.38 0.04 4  0.19 0.00 1 -0.08 0.01 12 -0.77 0.10 1 -0.16 0.08 2  0.31 0.04 3  0.67 0.12 2  1.04 0.05 4  0.73 0.05  5  0.80 0.07 2  0.79 0.02  9  0.55 0.10 1  0.55 0.10 1  1.00 0.15 1 -9.99 0.00 0
J130604.3-094730    -9.99 0.00 0  0.05 0.04 2  0.35 0.10 1  0.35 0.03  7  0.45 0.10 1 0.33 0.00 23  0.03 0.02 12  0.25 0.01 19  0.20 0.01 31  0.95 0.43  4  0.14 0.04 5 -0.41 0.01 4  0.02 0.02 3 -0.08 0.01 12 -1.05 0.05 1  0.00 0.04 2 -0.23 0.02 8  0.13 0.05 3 -0.17 0.07 2 -0.13 0.07  2  0.34 0.10 1  0.06 0.05  3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
2MJ13072823-0931148 -9.99 0.00 0 -0.10 0.05 1  0.40 0.10 1  0.36 0.03  7  0.54 0.10 1 0.31 0.01 23  0.01 0.02 11  0.26 0.01 18  0.19 0.01 29  0.67 0.54  3  0.14 0.05 4 -0.42 0.04 4 -0.11 0.06 3 -0.07 0.01 12 -0.95 0.05 1  0.04 0.07 2 -0.38 0.02 6  0.07 0.11 2 -0.08 0.14 2  0.07 0.11  2  0.47 0.10 1 -0.18 0.10  1 -9.99 0.00 0  0.34 0.07 2 -9.99 0.00 0 -9.99 0.00 0
J132139.3-113805    -9.99 0.00 0 -9.99 0.00 0  0.47 0.10 1  0.86 0.07  3  0.33 0.10 1 0.37 0.01 22  0.19 0.01 13  0.24 0.01 25  0.32 0.01 31  0.98 0.43  4  0.05 0.05 4 -0.45 0.03 3  0.22 0.01 2 -0.01 0.01 13 -0.80 0.10 1  0.18 0.07 2 -0.25 0.02 6  0.42 0.20 1 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
2MJ13254554-1747547 -9.99 0.00 0 -9.99 0.00 0  0.42 0.10 1  0.61 0.04  4  0.47 0.10 1 0.30 0.01 21  0.05 0.02 12  0.22 0.01 21  0.20 0.01 28  0.73 0.52  3  0.07 0.06 5 -0.47 0.02 3  0.22 0.07 2 -0.05 0.01 13 -0.90 0.10 1 -0.06 0.07 2 -0.33 0.02 7 -0.07 0.10 1 -0.02 0.07 2 -0.02 0.10  1  0.48 0.10 1  0.08 0.06  3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J132604.5-152502    -9.99 0.00 0 -9.99 0.00 0  0.20 0.03 4  0.63 0.06  2  0.25 0.10 1 0.24 0.01 20 -0.19 0.02  7  0.20 0.01 19  0.11 0.01 24  0.96 0.43  3 -0.04 0.07 4 -0.23 0.16 4 -0.27 0.04 3 -0.19 0.02  8 -9.99 0.00 0 -0.10 0.07 2 -0.43 0.06 3  0.10 0.10 1 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J132846.9-173136    -9.99 0.00 0 -9.99 0.00 0  0.53 0.10 1  0.74 0.05  7  0.67 0.10 1 0.30 0.01 18  0.03 0.01 12  0.34 0.03 13  0.26 0.02 22  0.43 0.35  4  0.34 0.10 2 -0.24 0.10 3  0.06 0.00 1 -0.07 0.01 16 -0.88 0.10 1 -0.03 0.10 1 -0.26 0.05 5  0.20 0.10 1 -9.99 0.00 0  0.80 0.10  1 -9.99 0.00 0  0.31 0.05  4 -9.99 0.00 0  0.35 0.10 1 -9.99 0.00 0 -9.99 0.00 0
2MJ13431929-2358139 -9.99 0.00 0 -9.99 0.00 0  0.56 0.10 1  0.11 0.28  2  0.08 0.10 1 0.23 0.01 21 -0.17 0.03  7  0.23 0.01 15  0.09 0.02 24  2.25 0.13  2 -0.01 0.08 2 -0.20 0.08 5 -0.46 0.00 1 -0.05 0.02 10 -9.99 0.00 0  0.01 0.10 1 -0.47 0.14 2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J133514.0-011052    -9.99 0.00 0 -9.99 0.00 0  0.38 0.10 1  0.49 0.03  3  0.50 0.10 1 0.35 0.01 20  0.16 0.02 11  0.22 0.01 23  0.30 0.01 29  0.76 0.36  4  0.21 0.05 5 -0.26 0.08 4  0.23 0.05 3  0.08 0.01 11 -9.99 0.00 0  0.00 0.10 1 -0.38 0.05 4 -0.19 0.10 1  0.01 0.07 2  0.11 0.07  1  0.21 0.10 1  0.33 0.05  4 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J133748.9-082617    -9.99 0.00 0 -9.99 0.00 0  0.56 0.10 1  0.82 0.00  1  0.44 0.10 1 0.36 0.01 19  0.16 0.02 12  0.31 0.01 12  0.28 0.01 23  1.65 0.48  4  0.22 0.18 2 -0.21 0.04 4  0.51 0.23 2  0.03 0.01 17 -0.90 0.10 1  0.18 0.07 2  0.02 0.04 5  0.57 0.15 1  0.69 0.05 4  0.24 0.06  3  0.61 0.05 4  0.55 0.02  9  0.72 0.10 1  1.04 0.10 1  0.90 0.10 1 -9.99 0.00 0
J133931.4-125721    -9.99 0.00 0 -9.99 0.00 0  0.55 0.03 3  0.84 0.18  4  0.34 0.10 1 0.35 0.01 14  0.13 0.02 11  0.33 0.01 15  0.16 0.01 25  0.02 0.00  1  0.36 0.02 1 -0.19 0.00 1 -0.38 0.00 1  0.10 0.02 10 -9.99 0.00 0 -9.99 0.00 0 -0.15 0.06 3 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00  0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
2MJ13402720-0016031 -9.99 0.00 0  0.15 0.10 1  0.40 0.10 1  0.55 0.06  2  0.74 0.10 1 0.40 0.01 21  0.19 0.02 11  0.35 0.01 21  0.35 0.01 27 -0.14 0.00  1  0.18 0.04 5 -0.38 0.03 4  0.21 0.12 2  0.00 0.01 12 -9.99 0.00 0  0.25 0.10 1  0.02 0.02 8  0.25 0.10 1  0.15 0.10 1  0.00 0.07  2 -9.99 0.00 0  0.20 0.07  2 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0 -9.99 0.00 0
J134254.1-071701    -9.99 0.00 0 -9.99 0.00 0  0.39 0.10 1  0.57 0.11  2  0.43 0.10 1 0.29 0.01 21  0.20 0.02 12  0.29 0.01 22  0.35 0.01 29  0.73 0.53  3  0.10 0.06 4 -0.41 0.04 4  0.30 0.02 3 -0.05 0.01 12 -9.99 0.00 0  0.00 0.07 2 -0.25 0.03 6  0.04 0.10 1 -0.01 0.08 2  0.14 0.07  2  0.36 0.07 2  0.24 0.07  2 -9.99 0.00 0  0.54 0.20 1 -9.99 0.00 0 -9.99 0.00 0
