Found, Query_ID              , RA_input, DEC_input, MAIN_ID                    , RA           , DEC          , RA_PREC, DEC_PREC, COO_ERR_MAJA, COO_ERR_MINA, COO_ERR_ANGLE, COO_QUAL, COO_WAVELENGTH, COO_BIBCODE        , FLUX_U, FLUX_B, FLUX_V, FLUX_R, FLUX_I , FLUX_J, FLUX_H, FLUX_K, OTYPE                 , SP_TYPE        , RA_2         , DEC_2        , PMRA    , PMDEC    , PLX_VALUE, RV_VALUE   , SCRIPT_NUMBER_ID
True , G192-043              ,         ,          , G 192-43                   , 06 47 44.9352, +58 38 34.532,      14,       14,       0.0096,       0.011 ,            90, A       , O             , 2020yCat.1350....0G,       , 10.75 ,       , 10.1  ,        ,  9.301,  9.054,  9.001, HighPM*               , F2             , 06 47 44.9352, +58 38 34.532, -7.5    , -475.9   ,    6.4063, 190.7      ,                1
True , G221-007              ,         ,          , HD  20039                  , 03 18 38.5002, +72 16 30.442,      14,       14,       0.042 ,       0.0454,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  8.4  ,        ,  7.397,  6.98 ,  6.908, SB*                   , G6             , 03 18 38.5002, +72 16 30.442, 218.229 , -256.706 ,    7.171 , 27.5525    ,                1
True , HD 2665               ,         ,          , HD   2665                  , 00 30 45.4469, +57 03 53.628,      14,       14,       0.0115,       0.0124,            90, A       , O             , 2020yCat.1350....0G,  8.66 ,  8.51 ,  7.72 ,       ,        ,  6.026,  5.603,  5.474, HighPM*               , G5IIIw         , 00 30 45.4469, +57 03 53.628, 41.669  , -64.713  ,    3.7263, -382.272   ,                1
True , HD 2796               ,         ,          , HD   2796                  , 00 31 16.9147, -16 47 40.790,      14,       14,       0.0184,       0.0158,            90, A       , O             , 2020yCat.1350....0G,  9.58 ,  9.28 ,  8.5  ,  8.14 ,  8.67  ,  6.853,  6.391,  6.256, ChemPec*              , Fw             , 00 31 16.9147, -16 47 40.790, -1.181  , -51.169  ,    1.5519, -60.7      ,                1
True , HD 8724               ,         ,          , HD   8724                  , 01 26 17.5946, +17 07 35.123,      14,       14,       0.0218,       0.016 ,            90, A       , O             , 2020yCat.1350....0G,       ,  9.29 ,  8.34 ,       ,        ,  6.299,  5.769,  5.636, RGB*                  , G5             , 01 26 17.5946, +17 07 35.123, 52.869  , -76.053  ,    2.3098, -112.910004,                1
True , HD 3008               ,         ,          , V* CM Cet                  , 00 33 14.3108, -10 43 42.728,      14,       14,       0.0151,       0.0151,            90, A       , O             , 2020yCat.1350....0G,       , 10.66 ,  9.48 ,  8.84 ,  9.06  ,  7.181,  6.603,  6.417, LongPeriodV*_Candidate, G3/5V          , 00 33 14.3108, -10 43 42.728, 15.153  , -8.08    ,    0.4421, -79.8      ,                1
True , HD 6268               ,         ,          , HD   6268                  , 01 03 18.1716, -27 52 49.953,      14,       14,       0.0171,       0.0148,            90, A       , O             , 2020yCat.1350....0G,       ,  9.725,  9.046,  8.601,        ,  6.335,  5.843,  5.714, ChemPec*              , F/Gw           , 01 03 18.1716, -27 52 49.953, -29.379 , -33.642  ,    1.472 , 39.52      ,                1
True , HD 6755               ,         ,          , HD   6755                  , 01 09 43.0577, +61 32 50.264,      14,       14,       0.0681,       0.0781,            90, A       , O             , 2020yCat.1350....0G,  8.48 ,  8.4  ,       ,  7.3  ,        ,  6.197,  5.759,  5.662, SB*                   , G5             , 01 09 43.0577, +61 32 50.264, 633.813 , 67.168   ,    6.3703, -315.95    ,                1
True , HD 6833               ,         ,          , HD   6833                  , 01 09 52.2648, +54 44 20.278,      14,       14,       0.0107,       0.0115,            90, A       , O             , 2020yCat.1350....0G,  8.81 ,  7.91 ,  6.74 ,       ,        ,  4.64 ,  3.98 ,  3.86 , Star                  , K0IIIbFe-2     , 01 09 52.2648, +54 44 20.278, 21.194  , 35.552   ,    4.724 , -243.28    ,                1
True , HD 13979              ,         ,          , HD  13979                  , 02 15 20.8534, -25 54 54.872,      14,       14,       0.0105,       0.0103,            90, A       , O             , 2020yCat.1350....0G,       ,  9.81 ,  9.18 ,       ,        ,  7.645,  7.203,  7.093, ChemPec*              , F/Gw           , 02 15 20.8534, -25 54 54.872, 29.602  , -48.684  ,    1.2814, 54.0       ,                1
True , HD 21581              ,         ,          , HD  21581                  , 03 28 54.4844, -00 25 03.107,      14,       14,       0.0166,       0.0166,            90, A       , O             , 2020yCat.1350....0G,  9.75 ,  9.54 ,  8.71 ,       ,        ,  6.975,  6.547,  6.414, ChemPec*              , G8w            , 03 28 54.4844, -00 25 03.107, 64.28   , -76.878  ,    2.988 , 153.738007 ,                1
True , HD 23798              ,         ,          , HD  23798                  , 03 46 45.7220, -30 51 13.333,      14,       14,       0.0105,       0.0135,            90, A       , O             , 2020yCat.1350....0G,       ,  9.35 ,  8.32 ,       ,        ,  6.276,  5.657,  5.517, ChemPec*              , G8/K1(III)wF0/3, 03 46 45.7220, -30 51 13.333, 19.295  , -2.137   ,    0.9144, 89.57      ,                1
True , HD 25329              ,         ,          , HD  25329                  , 04 03 14.9979, +35 16 23.805,      14,       14,       0.0223,       0.0141,            90, A       , O             , 2020yCat.1350....0G,  9.75 ,  9.37 ,  8.5  ,  7.75 ,  7.23  ,  6.77 ,  6.297,  6.195, HighPM*               , K1VbFe-2       , 04 03 14.9979, +35 16 23.805, 1731.557, -1364.363,   54.0422, -25.548    ,                1
True , HD 25532              ,         ,          , HD  25532                  , 04 04 11.0091, +23 24 27.103,      14,       14,       0.0227,       0.0138,            90, A       , O             , 2020yCat.1350....0G,       ,  8.87 ,  8.24 ,       ,        ,  6.688,  6.327,       , HorBranch*            , F6IV-V         , 04 04 11.0091, +23 24 27.103, 92.416  , -115.754 ,    3.4407, -111.902   ,                1
True , HD 26297              ,         ,          , HD  26297                  , 04 09 03.4178, -15 53 27.056,      14,       14,       0.0158,       0.0132,            90, A       , O             , 2020yCat.1350....0G,       ,  8.55 ,  7.47 ,  7.09 ,        ,  5.379,  4.853,  4.631, ChemPec*              , G5/6IVw        , 04 09 03.4178, -15 53 27.056, 42.943  , -4.946   ,    1.529 , 14.84      ,                1
True , HD 29574              ,         ,          , V* HP Eri                  , 04 38 55.7330, -13 20 48.133,      14,       14,       0.0139,       0.0121,            90, A       , O             , 2020yCat.1350....0G, 10.91 ,  9.72 ,  8.33 ,       ,        ,  5.726,  5.208,  4.84 , LongPeriodV*          , G8/K0IIIwF7    , 04 38 55.7330, -13 20 48.133, -13.814 , -54.535  ,    1.0219, 19.89      ,                1
True , HD 37828              ,         ,          , HD  37828                  , 05 40 54.6448, -11 12 00.189,      14,       14,       0.0146,       0.0131,            90, A       , O             , 2020yCat.1350....0G,       ,  7.988,  6.869,       ,        ,  4.889,  4.088,  4.064, ChemPec*              , G8III          , 05 40 54.6448, -11 12 00.189, 37.171  , -47.664  ,    2.5581, 194.69     ,                1
True , HD 44007              ,         ,          , HD  44007                  , 06 18 48.5269, -14 50 43.423,      14,       14,       0.0113,       0.0123,            90, A       , O             , 2020yCat.1350....0G,       ,  8.85 ,  8.06 ,  7.69 ,        ,  6.34 ,  5.806,  5.703, ChemPec*              , G5(IV)wF3/5    , 06 18 48.5269, -14 50 43.423, 81.392  , -40.611  ,    3.3141, 162.239    ,                1
True , HD 63791              ,         ,          , HD  63791                  , 07 54 28.7247, +62 08 10.773,      14,       14,       0.0106,       0.0148,            90, A       , O             , 2020yCat.1350....0G,       ,  8.81 ,  7.9  ,       ,        ,  6.051,  5.522,  5.427, HighPM*               , G0             , 07 54 28.7247, +62 08 10.773, -45.701 , -85.936  ,    2.7821, -108.21    ,                1
True , HD 74462              ,         ,          , HD  74462                  , 08 48 20.6518, +67 26 59.884,      14,       14,       0.0092,       0.0121,            90, A       , O             , 2020yCat.1350....0G,       ,  9.65 ,  8.69 ,  8.25 ,        ,  6.688,  6.117,  6.047, RGB*                  , G5IV           , 08 48 20.6518, +67 26 59.884, 54.447  , -93.748  ,    1.8626, -168.268005,                1
True , HD 82590              ,         ,          , HD  82590                  , 09 32 30.2935, -17 26 08.699,      14,       14,       0.0141,       0.0111,            90, A       , O             , 2020yCat.1350....0G,       ,  9.81 ,  9.42 ,       ,        ,  8.3  ,  8.023,  7.942, HighPM*               , F_wl           , 09 32 30.2935, -17 26 08.699, 38.858  , -125.444 ,    1.8938, 215.72     ,                1
True , HD 85773              ,         ,          , HD  85773                  , 09 53 39.2426, -22 50 08.424,      14,       14,       0.0131,       0.011 ,            90, A       , O             , 2020yCat.1350....0G,       , 10.51 ,  9.43 ,       ,        ,  7.23 ,  6.66 ,  6.047, ChemPec*              , Gwl:           , 09 53 39.2426, -22 50 08.424, -16.049 , -21.761  ,    0.4665, 148.58     ,                1
True , HD 88609              ,         ,          , HD  88609                  , 10 14 28.9853, +53 33 39.342,      14,       14,       0.0131,       0.0154,            90, A       , O             , 2020yCat.1350....0G,  9.93 ,  9.54 ,  8.62 ,  7.78 ,  7.15  ,  6.665,  6.129,  6.006, ChemPec*              , G5IIIw         , 10 14 28.9853, +53 33 39.342, 3.614   , -32.621  ,    0.8567, -37.64     ,                1
True , HD 101063             ,         ,          , HD 101063                  , 11 37 40.4028, -28 51 04.858,      14,       14,       0.0097,       0.0081,            90, A       , O             , 2020yCat.1350....0G,       , 10.21 ,  9.45 ,       ,        ,  7.882,  7.425,  7.372, HighPM*               , K5/M0III       , 11 37 40.4028, -28 51 04.858, -313.625, -15.671  ,    4.106 , 183.08     ,                1
True , HD 103036             ,         ,          , V* TY Vir                  , 11 51 50.1113, -05 45 44.183,      14,       14,       0.0212,       0.0154,            90, A       , O             , 2020yCat.1350....0G,       ,  9.668,  7.97 ,  7.57 ,        ,  5.86 ,  5.247,  5.046, LongPeriodV*_Candidate, G3Ibp          , 11 51 50.1113, -05 45 44.183, -34.875 , -47.375  ,    0.811 , 230.07     ,                1
True , HD 103545             ,         ,          , HD 103545                  , 11 55 27.1610, +09 07 45.019,      14,       14,       0.0151,       0.0205,            90, A       , O             , 2020yCat.1350....0G,       ,  9.91 ,  9.2  ,  9.17 ,        ,  7.608,  7.104,  6.988, ChemPec*              , KIIvw          , 11 55 27.1610, +09 07 45.019, -50.717 , -38.526  ,    1.1336, 180.462006 ,                1
True , HD 105546             ,         ,          , HD 105546                  , 12 09 02.7215, +59 01 05.137,      14,       14,       0.0122,       0.0123,            90, A       , O             , 2020yCat.1350....0G,       ,  9.27 ,  8.61 ,  8.29 ,        ,  7.152,  6.756,  6.674, HorBranch*            , G2III:         , 12 09 02.7215, +59 01 05.137, -30.936 , -68.435  ,    2.1891, 18.26      ,                1
True , HD 105755             ,         ,          , HD 105755                  , 12 10 15.8753, +54 29 17.311,      14,       14,       0.0101,       0.0103,            90, A       , O             , 2020yCat.1350....0G,       ,  9.14 ,  8.59 ,       ,        ,  7.414,  7.126,  7.062, HighPM*               , G0Vw           , 12 10 15.8753, +54 29 17.311, 64.13   , -22.499  ,   11.9779, -37.197    ,                1
True , HD 106516             ,         ,          , HD 106516                  , 12 15 10.5573, -10 18 44.635,       9,        9,       6.16  ,       4.13  ,            90, A       , O             , 2007A&A...474..653V,  6.44 ,  6.57 ,  6.11 ,       ,        ,  5.132,  5.004,  4.839, SB*                   , F9VFe-1.7CH-0.7, 12 15 10.5573, -10 18 44.635, 31.19   , -1011.82 ,   44.74  , 4.36       ,                1
True , HD 107752             ,         ,          , HD 107752                  , 12 22 52.7183, +11 36 25.486,      14,       14,       0.0167,       0.0159,            90, A       , O             , 2020yCat.1350....0G,       , 10.79 , 10.1  ,       ,        ,  8.252,  7.754,  7.661, ChemPec*              , KIIvw          , 12 22 52.7183, +11 36 25.486, -46.382 , -36.463  ,    0.7304, 219.89     ,                1
True , HD 108317             ,         ,          , HD 108317                  , 12 26 36.8319, +05 18 09.023,      14,       14,       0.0258,       0.0185,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  7.7  ,        ,  6.623,  6.233,  6.153, ChemPec*              , G2IVm-5        , 12 26 36.8319, +05 18 09.023, -165.961, -22.704  ,    5.15  , 7.26       ,                1
True , HD 108577             ,         ,          , HD 108577                  , 12 28 16.8614, +12 20 41.089,      14,       14,       0.0152,       0.0112,            90, A       , O             , 2020yCat.1350....0G,       , 10.18 ,  9.6  ,  9.8  ,        ,  7.995,  7.549,  7.46 , ChemPec*              , KIIvw          , 12 28 16.8614, +12 20 41.089, -79.307 , -45.807  ,    1.1064, -110.64    ,                1
True , HD 110184             ,         ,          , HD 110184                  , 12 40 14.0781, +08 31 38.057,      14,       14,       0.0207,       0.0146,            90, A       , O             , 2020yCat.1350....0G, 10.2  ,  9.45 ,  8.27 ,  8.52 ,        ,  6.125,  5.505,  5.346, SB*                   , KIIvw          , 12 40 14.0781, +08 31 38.057, -15.079 , -9.933   ,    0.6232, 140.53     ,                1
True , HD 115444             ,         ,          , HD 115444                  , 13 16 42.4590, +36 22 52.692,      14,       14,       0.0099,       0.0106,            90, A       , O             , 2020yCat.1350....0G,       ,  9.77 ,  8.97 ,  8.3  ,  7.88  ,  7.16 ,  6.702,  6.607, ChemPec*              , G9V            , 13 16 42.4590, +36 22 52.692, 4.638   , -60.232  ,    1.1786, -27.07     ,                1
True , HD 119516             ,         ,          , HD 119516                  , 13 43 26.7251, +15 34 31.069,      14,       14,       0.0115,       0.0091,            90, A       , O             , 2020yCat.1350....0G,       ,  9.59 ,  9.12 ,       ,        ,  7.771,  7.431,  7.366, HorBranch*            , G5             , 13 43 26.7251, +15 34 31.069, -49.997 , -14.872  ,    1.8653, -284.74    ,                1
True , HD 121135             ,         ,          , HD 121135                  , 13 53 33.5447, +02 41 41.185,      14,       14,       0.017 ,       0.0111,            90, A       , O             , 2020yCat.1350....0G,       , 10.14 ,  9.37 ,       ,        ,  7.75 ,  7.3  ,  7.182, ChemPec*              , KIIvw          , 13 53 33.5447, +02 41 41.185, -32.066 , -19.127  ,    1.2564, 126.461998 ,                1
True , HD 122563             ,         ,          , HD 122563                  , 14 02 31.8455, +09 41 09.944,      14,       14,       0.0249,       0.0229,            90, A       , O             , 2020yCat.1350....0G,  7.47 ,  7.1  ,  6.19 ,  5.37 ,  4.79  ,  4.33 ,  3.76 ,  3.731, ChemPec*              , G8:III:Fe-5    , 14 02 31.8455, +09 41 09.944, -189.539, -70.415  ,    3.0991, -26.13     ,                1
True , HD 122956             ,         ,          , HD 122956                  , 14 05 13.0244, -14 51 25.455,      14,       14,       0.0163,       0.0149,            90, A       , O             , 2020yCat.1350....0G,       ,  8.18 ,  7.3  ,  6.88 ,        ,  5.23 ,  4.766,  4.563, ChemPec*              , G6IV/VwF6      , 14 05 13.0244, -14 51 25.455, -94.04  , -44.033  ,    2.707 , 165.81     ,                1
True , HD 124358             ,         ,          , HD 124358                  , 14 13 21.3207, -12 09 24.186,      14,       14,       0.0196,       0.0137,            90, A       , O             , 2020yCat.1350....0G,       , 10.38 ,  9.54 ,       ,        ,  7.643,  7.097,  7.004, HighPM*               , Gwl            , 14 13 21.3207, -12 09 24.186, -92.556 , -28.901  ,    0.9679, 325.37     ,                1
True , HD 126587             ,         ,          , HD 126587                  , 14 27 00.3636, -22 14 38.992,      14,       14,       0.0197,       0.0155,            90, A       , O             , 2020yCat.1350....0G,       ,  9.88 ,  9.6  ,  8.75 ,        ,  7.258,  6.777,  6.668, ChemPec*              , CEMP-no        , 14 27 00.3636, -22 14 38.992, -14.966 , -53.351  ,    1.5676, 149.89     ,                1
True , HD 128279             ,         ,          , HD 128279                  , 14 36 48.5108, -29 06 46.612,      14,       14,       0.0257,       0.0239,            90, A       , O             , 2020yCat.1350....0G,  8.64 ,  8.63 ,  8.0  ,       ,        ,  6.568,  6.151,  6.065, ChemPec*              , Gw             , 14 36 48.5108, -29 06 46.612, 64.219  , -340.907 ,    7.6334, -75.803    ,                1
True , HD 132475             ,         ,          , HD 132475                  , 14 59 49.7651, -22 00 45.815,      14,       14,       0.0221,       0.0219,            90, A       , O             , 2020yCat.1350....0G,  8.98 ,  9.11 ,  8.55 ,       ,        ,  7.327,  6.996,  6.912, HighPM*               , F5/6V          , 14 59 49.7651, -22 00 45.815, -558.393, -500.762 ,   10.6709, 176.24     ,                1
True , HD 135148             ,         ,          , HD 135148                  , 15 13 17.4566, +12 27 25.533,      14,       14,       0.0179,       0.0173,            90, A       , O             , 2020yCat.1350....0G,       , 10.87 ,  9.39 ,  8.97 ,        ,  7.137,  6.515,  6.368, SB*                   , CEMP-s         , 15 13 17.4566, +12 27 25.533, -26.301 , 2.701    ,    0.2156, -91.04     ,                1
True , HD 141531             ,         ,          , HD 141531                  , 15 49 16.4993, +09 36 42.408,      14,       14,       0.013 ,       0.0107,            90, A       , O             , 2020yCat.1350....0G,       , 10.31 ,  9.08 ,  8.72 ,        ,  6.971,  6.337,  6.215, HighPM*               , M1V            , 15 49 16.4993, +09 36 42.408, -10.251 , -59.586  ,    0.7021, 2.23       ,                1
True , HD 166161             ,         ,          , HD 166161                  , 18 09 40.6841, -08 46 45.603,      14,       14,       0.0227,       0.0191,            90, A       , O             , 2020yCat.1350....0G,  9.53 ,  9.13 ,  8.16 ,       ,        ,  5.998,  5.523,  5.344, HighPM*               , G0wF0          , 18 09 40.6841, -08 46 45.603, -99.244 , -189.891 ,    4.9504, 68.76      ,                1
True , HD 171496             ,         ,          , HD 171496                  , 18 36 07.4934, -24 26 11.309,      14,       14,       0.0217,       0.0191,            90, A       , O             , 2020yCat.1350....0G,       ,  9.59 ,  8.52 ,       ,        ,  6.294,  5.724,  5.594, Star                  , G8IV           , 18 36 07.4934, -24 26 11.309, -8.721  , 2.936    ,    4.0041, -39.17     ,                1
True , HD 175305             ,         ,          , HD 175305                  , 18 47 06.4416, +74 43 31.451,      14,       14,       0.0125,       0.0139,            90, A       , O             , 2020yCat.1350....0G,  8.07 ,  7.93 ,  7.18 ,  6.52 ,  6.03  ,  5.613,  5.167,  5.057, RGB*                  , G5III          , 18 47 06.4416, +74 43 31.451, 320.046 , 79.552   ,    6.3919, -184.256   ,                1
True , HD 184266             ,         ,          , HD 184266                  , 19 34 15.3865, -16 19 00.228,      14,       14,       0.0193,       0.0172,            90, A       , O             , 2020yCat.1350....0G,  8.27 ,  8.12 ,  7.57 ,       ,        ,  6.252,  5.913,  5.83 , HorBranch*            , F2V            , 19 34 15.3865, -16 19 00.228, 130.058 , -198.548 ,    4.4625, -347.98    ,                1
True , HD 186478             ,         ,          , HD 186478                  , 19 45 14.1409, -17 29 27.071,      14,       14,       0.0154,       0.0139,            90, A       , O             , 2020yCat.1350....0G,       , 10.116,  9.302,  8.527,  7.961 ,  7.117,  6.602,  6.443, SB*                   , K2III          , 19 45 14.1409, -17 29 27.071, -22.127 , -85.068  ,    1.0967, 32.4603    ,                1
True , HD 187111             ,         ,          , HD 187111                  , 19 48 39.5744, -12 07 19.738,      14,       14,       0.02  ,       0.0134,            90, A       , O             , 2020yCat.1350....0G,       ,  8.92 ,  7.75 ,       ,        ,  5.366,  4.675,  4.55 , ChemPec*              , G8wF8III/IV    , 19 48 39.5744, -12 07 19.738, 36.953  , -57.675  ,    1.7913, -186.06    ,                1
True , HD 188510             ,         ,          , HD 188510                  , 19 55 09.6782, +10 44 27.398,      14,       14,       0.0151,       0.0111,            90, A       , O             , 2020yCat.1350....0G,  9.3  ,  9.41 ,       ,  8.5  ,        ,  7.57 ,  7.221,  7.125, HighPM*               , G5V:           , 19 55 09.6782, +10 44 27.398, -38.395 , 290.612  ,   26.2783, -192.5     ,                1
True , HD 193901             ,         ,          , HD 193901                  , 20 23 35.8471, -21 22 14.226,      14,       14,       0.0187,       0.0128,            90, A       , O             , 2020yCat.1350....0G,  9.08 ,  9.22 ,  8.67 ,  8.17 ,  7.87  ,  7.5  ,  7.219,  7.144, HighPM*               , F7V            , 20 23 35.8471, -21 22 14.226, 540.323 , -1056.853,   20.854 , -171.494   ,                1
True , HD 194598             ,         ,          , HD 194598                  , 20 26 11.9183, +09 27 00.429,      14,       14,       0.0161,       0.0127,            90, A       , O             , 2020yCat.1350....0G,  8.62 ,  8.82 ,  8.34 ,  7.9  ,  7.56  ,  7.326,  7.039,  6.982, HighPM*               , F8             , 20 26 11.9183, +09 27 00.429, 116.715 , -548.362 ,   18.4392, -247.075   ,                1
True , HD 201891             ,         ,          , HD 201891                  , 21 11 59.0321, +17 43 39.890,      14,       14,       0.0168,       0.0127,            90, A       , O             , 2020yCat.1350....0G,  7.74 ,  7.88 ,  7.37 ,  6.91 ,  6.59  ,  6.254,  5.993,  5.935, ChemPec*              , G5V_Fe-2.5     , 21 11 59.0321, +17 43 39.890, -122.133, -899.404 ,   29.8775, -44.47     ,                1
True , HD 204543             ,         ,          , HD 204543                  , 21 29 28.2126, -03 30 55.353,      14,       14,       0.0213,       0.0175,            90, A       , O             , 2020yCat.1350....0G,       ,  9.17 ,  8.3  ,  7.99 ,        ,  6.462,  5.898,  5.777, Star                  , F6/8(V)        , 21 29 28.2126, -03 30 55.353, -1.556  , -46.92   ,    1.4136, -98.36     ,                1
True , HD 206739             ,         ,          , HD 206739                  , 21 44 23.9461, -11 46 22.843,      14,       14,       0.028 ,       0.0212,            90, A       , O             , 2020yCat.1350....0G,       ,  9.45 ,  8.6  ,  8.14 ,        ,  6.698,  6.138,  6.033, HighPM*               , G5V            , 21 44 23.9461, -11 46 22.843, 41.885  , -32.341  ,    1.8837, -56.92     ,                1
True , HD 210295             ,         ,          , HD 210295                  , 22 09 41.4458, -13 36 19.475,      14,       14,       0.0125,       0.0119,            90, A       , O             , 2020yCat.1350....0G,       , 10.49 , 10.1  ,       ,        ,  7.839,  7.315,  7.183, ChemPec*              , Gwl            , 22 09 41.4458, -13 36 19.475, -40.342 , -84.965  ,    1.4945, -14.745    ,                1
True , HD 214362             ,         ,          , HD 214362                  , 22 37 58.6722, -22 38 40.152,      14,       14,       0.0137,       0.0115,            90, A       , O             , 2020yCat.1350....0G,       ,  9.56 ,  8.8  ,       ,        ,  7.924,  7.616,  7.535, HorBranch*            , Gwl            , 22 37 58.6722, -22 38 40.152, 174.208 , -54.964  ,    2.0045, -91.55     ,                1
True , HD 214925             ,         ,          , HD 214925                  , 22 41 59.4323, -20 47 03.709,      14,       14,       0.0153,       0.0139,            90, A       , O             , 2020yCat.1350....0G,       , 10.77 ,  9.3  ,       ,        ,  6.757,  6.075,  5.908, LongPeriodV*_Candidate, (F)            , 22 41 59.4323, -20 47 03.709, 16.69   , -41.43   ,    0.4166, -325.8     ,                1
True , HD 216143             ,         ,          , HD 216143                  , 22 50 31.0883, -06 54 49.554,      14,       14,       0.0189,       0.0185,            90, A       , O             , 2020yCat.1350....0G,       ,  8.78 ,  7.81 ,  7.44 ,        ,  5.871,  5.269,  5.147, ChemPec*              , G2/3(IV)(we)   , 22 50 31.0883, -06 54 49.554, -72.185 , -106.305 ,    1.4646, -116.464   ,                1
True , HD 218857             ,         ,          , HD 218857                  , 23 11 24.5948, -16 15 04.026,      14,       14,       0.0164,       0.0152,            90, A       , O             , 2020yCat.1350....0G,       ,  9.6  ,  9.0  ,       ,        ,  7.397,  6.991,  6.873, ChemPec*              , G5/8w(a)       , 23 11 24.5948, -16 15 04.026, -50.883 , -95.475  ,    2.8529, -169.4     ,                1
True , HD 220838             ,         ,          , HD 220838                  , 23 27 16.4821, -26 58 58.175,      14,       14,       0.0182,       0.0176,            90, A       , O             , 2020yCat.1350....0G,       , 10.5  ,  9.39 ,       ,        ,  7.226,  6.667,  6.483, Star                  , G6/8(III)w     , 23 27 16.4821, -26 58 58.175, -1.094  , -13.25   ,    0.585 , -22.77     ,                1
True , HD 221170             ,         ,          , HD 221170                  , 23 29 28.8087, +30 25 57.849,      14,       14,       0.0162,       0.0126,            90, A       , O             , 2020yCat.1350....0G,  9.43 ,  8.74 ,  7.66 ,       ,        ,  5.532,  4.987,  4.836, ChemPec*              , CEMP-r         , 23 29 28.8087, +30 25 57.849, -16.583 , -53.795  ,    1.8067, -121.647   ,                1
True , HD 233666             ,         ,          , HD 233666                  , 09 42 19.4747, +53 28 26.149,      14,       14,       0.0103,       0.0077,            90, A       , O             , 2020yCat.1350....0G,       ,  9.94 ,  9.3  ,       ,        ,  7.86 ,  7.467,  7.367, **                    , G2w            , 09 42 19.4747, +53 28 26.149, 13.8    , -29.274  ,    1.4079, -65.94     ,                1
True , HD 235766             ,         ,          , HD 235766                  , 22 14 47.1706, +50 47 15.413,      14,       14,       0.0115,       0.0113,            90, A       , O             , 2020yCat.1350....0G,       , 10.03 ,  9.01 ,       ,        ,  6.718,  6.092,  5.958, HighPM*               , G5             , 22 14 47.1706, +50 47 15.413, -43.385 , -41.737  ,    0.9111, -317.28    ,                1
True , HD 237846             ,         ,          , HD 237846                  , 09 52 38.6827, +57 54 58.614,      14,       14,       0.01  ,       0.0088,            90, A       , O             , 2020yCat.1350....0G,       , 10.6  ,  9.95 ,       ,        ,  8.355,  7.931,  7.816, ChemPec*              , CEMP-no        , 09 52 38.6827, +57 54 58.614, 0.752   , -8.098   ,    1.1806, -303.1     ,                1
True , HE 0430-4901          ,         ,          , HE 0430-4901               , 04 31 31.1369, -48 54 41.518,      14,       14,       0.0129,       0.014 ,            90, A       , O             , 2020yCat.1350....0G,       ,       , 14.572,       , 13.77  , 13.309, 12.883, 12.811, ChemPec*              , CEMP-s         , 04 31 31.1369, -48 54 41.518, 7.322   , 4.774    ,    0.4042, 208.7      ,                1
True , HE 0432-0923          ,         ,          , HE 0432-0923               , 04 34 25.6711, -09 16 50.513,      14,       14,       0.0178,       0.0132,            90, A       , O             , 2020yCat.1350....0G,       ,       , 15.165,       , 14.14  , 13.527, 13.045, 12.973, ChemPec*              ,                , 04 34 25.6711, -09 16 50.513, 4.154   , -2.511   ,    0.1092, -66.5      ,                1
True , HE 1127-1143          ,         ,          , HE 1127-1143               , 11 29 50.6275, -12 00 12.581,      14,       14,       0.0363,       0.0289,            90, A       , O             , 2020yCat.1350....0G,       ,       , 15.885, 15.434, 15.002 , 14.471, 14.033, 14.044, ChemPec*              ,                , 11 29 50.6275, -12 00 12.581, 0.221   , -4.723   ,    0.0763, 228.5      ,                1
True , HE 1219-0312          ,         ,          , HE 1219-0312               , 12 21 34.1430, -03 28 39.636,      14,       14,       0.0345,       0.0254,            90, A       , O             , 2020yCat.1350....0G,       ,       , 15.94 ,       , 15.043 , 14.493, 14.017, 13.892, ChemPec*              ,                , 12 21 34.1430, -03 28 39.636, -2.817  , -8.763   ,    0.0893, 163.6      ,                1
True , HE 1523-0901          ,         ,          , HE 1523-0901               , 15 26 01.0697, -09 11 38.885,      14,       14,       0.0142,       0.014 ,            90, A       , O             , 2020yCat.1350....0G,       , 12.37 , 11.5  , 10.476,  9.863 ,  9.027,  8.421,  8.352, ChemPec*              , CEMP           , 15 26 01.0697, -09 11 38.885, -22.685 , -28.204  ,    0.3278, -163.608   ,                1
True , HE 2224+0143          ,         ,          , HE 2224+0143               , 22 27 23.1215, +01 58 33.066,      14,       14,       0.0165,       0.0133,            90, A       , O             , 2020yCat.1350....0G,       , 14.54 , 13.83 , 13.208, 12.733 , 12.193, 11.731, 11.613, ChemPec*              ,                , 22 27 23.1215, +01 58 33.066, 4.091   , -10.277  ,    0.3346, -112.3     ,                1
True , HE 2327-5642          ,         ,          , HE 2327-5642               , 23 30 37.0896, -56 26 14.385,      14,       14,       0.0087,       0.01  ,            90, A       , O             , 2020yCat.1350....0G,       , 14.59 , 13.881, 13.425, 12.948 , 12.422, 11.908, 11.87 , ChemPec*              ,                , 23 30 37.0896, -56 26 14.385, 12.542  , -8.664   ,    0.1742, 287.78     ,                1
